,Temperature,ReactionCoordinate,SampleSteps,ThermSteps,ThermWindow,MinEnergy,preTemperature,FreeEnergyGradient,FreeEnergyGradientVariance,avePsi,dXTangent,postTemperature,MaxJump,Valid,Repeat
0,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
1,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
2,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
3,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
4,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
5,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
6,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
7,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
8,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
9,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
10,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
11,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
12,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
13,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
14,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
15,0.0,0.0,1,1,1,-2229.942532287289,9.404829165933821e-13,2.8609332100216442e-06,0.0,0.9999999994771768,1.6641246266970288e-15,2.068743347941548e-12,4.069466419471645e-10,True,1
16,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
17,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
18,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
19,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
20,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
21,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
22,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
23,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
24,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
25,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
26,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
27,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
28,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
29,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
30,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
31,0.0,0.125,1,1,1,-2229.572773173207,9.451672024049733e-07,6.898291541603761,0.0,1.1021747212866146,1.1553374218208847e-15,9.108443707027571e-07,3.8505338825317765e-07,True,1
32,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
33,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
34,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
35,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
36,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
37,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
38,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
39,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
40,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
41,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
42,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
43,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
44,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
45,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
46,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
47,0.0,0.25,1,1,1,-2228.6345888636824,2.030315022742921e-06,6.492268663589583,0.0,1.0069055705267396,3.204885742146137e-15,1.9532363264231853e-06,7.254425038565084e-07,True,1
48,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
49,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
50,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
51,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
52,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
53,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
54,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
55,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
56,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
57,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
58,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
59,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
60,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
61,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
62,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
63,0.0,0.375,1,1,1,-2228.1349654275914,3.950214028569544e-08,1.5134161321621222,0.0,1.0031845960741999,5.635772528959839e-16,3.8994033905534216e-08,1.6041436562670546e-07,True,1
64,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
65,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
66,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
67,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
68,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
69,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
70,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
71,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
72,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
73,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
74,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
75,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
76,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
77,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
78,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
79,0.0,0.5,1,1,1,-2228.1211118704205,2.8863599850262893e-08,-0.17759689404163181,0.0,0.9983959306155976,3.4250651785994945e-15,2.8606250127825757e-08,9.844773309242728e-08,True,1
80,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
81,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
82,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
83,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
84,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
85,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
86,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
87,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
88,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
89,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
90,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
91,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
92,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
93,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
94,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
95,0.0,0.625,1,1,1,-2228.1080428322175,2.9895307009807125e-08,-0.6857752564775441,0.0,1.0052208766863924,2.9775080539860436e-15,2.9643017188644896e-08,2.2904068885385704e-07,True,1
96,0.0,0.75,1,1,1,-2228.4980739201765,1.2324612422875335e-06,-5.645656075913152,0.0,1.0046557532434623,8.54252111684644e-17,1.1882217581431793e-06,5.352284274475127e-07,True,1
97,0.0,0.75,1,1,1,-2228.4980739201765,1.2324612422875335e-06,-5.645656075913152,0.0,1.0046557532434623,8.54252111684644e-17,1.1882217581431793e-06,5.352284274475127e-07,True,1
98,0.0,0.75,1,1,1,-2228.4980739201765,1.2324612422875335e-06,-5.645656075913152,0.0,1.0046557532434623,8.54252111684644e-17,1.1882217581431793e-06,5.352284274475127e-07,True,1
